Fecha,NombreEstacion,CodigoEstacion,Latitud,Longitud,Municipio,Ubicacion,FechaMensual
2012-04-24,EL PARAISO - AUT,52055220,"1,14427","-77,524023",Guaitarilla1,GUAITARILLA - CABUYO,2012-04-01
2012-03-29,EL PARAISO - AUT,52055220,"1,118973","-77,550111",Guaitarilla2,Guatirilla- Buenos Aires,2012-03-01
2012-02-15,EL PARAISO - AUT,52055220,"1,1610809","-77,5546717",Guaitarilla3,Vereda San Francisco,2012-02-01
2012-02-15,EL PARAISO - AUT,52055220,"1,136547","-77,537068",Guaitarilla3,GUAITARILLA - CABUYO,2012-02-01
2011-05-09,EL PARAISO - AUT,52055220,"1,130349","-77,550994",Guaitarilla4,NoRegister,2011-05-01
2011-03-14,EL PARAISO - AUT,52055220,"1,129405","-77,5518308",Guaitarilla5,NoRegister,2011-03-01
2010-11-17,EL PARAISO - AUT,52055220,"1,131477","-77,543085",Guaitarilla6,VIAS GUAITARILLA - MOTILON,2010-11-01
2010-11-17,EL PARAISO - AUT,52055220,"1,1451844","-77,5221788",Guaitarilla6,GUAITARILLA - CABUYO,2010-11-01
2015-02-09,EL PARAISO - AUT,52055220,"0,969081","-77,534807",Iles1,VIA VDA LOMA DE ARGOTIS - ILES,2015-02-01
2015-02-09,EL PARAISO - AUT,52055220,"0,9831","-77,52936",Iles1,Vereda Villa Nueva,2015-02-01
2015-02-09,EL PARAISO - AUT,52055220,"0,986413","-77,531603",Iles1,LA TIGRERA,2015-02-01
2015-02-09,EL PARAISO - AUT,52055220,"0,99705","-77,52355",Iles1,Vereda San Javier,2015-02-01
